text,predicted_category,risk_score,confidence,sentiment_label,sentiment_score,alert_level,top_keywords,key_entities,analyst_summary
 He'd have to go a far ways to run things down as bad as Reagan and Bush did. We didn't have riots but Bush got dumped out on his spotty Behind. We'll see in 4 years. Pope Charles Slack in our time! ?s …,Sanctions/Compliance,25.1,0.335,neutral,0.0,Minimal,"['bush', 'things bad', 'did didn', 'dumped', 'll years', 'reagan bush', 'slack', 'riots']","['Reagan (PERSON)', 'Bush (PERSON)', '4 years (DATE)', 'Charles Slack (PERSON)']","Sanctions/Compliance signal detected. Key terms: bush, things bad, did didn, dumped, ll years, reagan bush."
"I just ordered a Saturn SL1 after considering a few imports. Frankly, the Saturn way of doing business and service was a *very* big plus. I hadn't bought a new car since I bought my Honda 4WD back in '85, and I was unbelieveably offended by most salespeople I …",Other,25.0,0.835,neutral,0.0,Minimal,"['saturn', 'bought', 'warranty', 'rates', 'dealer', 'savings', '60k', 'fixing']","['Honda (ORG)', ""'85 (DATE)"", 'Saturn (PERSON)', '20 years (DATE)', '6 year (DATE)', 'treasury (ORG)', 'the first three years (DATE)']","Other signal detected. Key terms: saturn, bought, warranty, rates, dealer, savings."
"Well, it's that time of year again here at IU: graduation. Unfortunately, this means that I am out of here, more than likely for good. I cannot say if I'll be in here under another username or not, or even if I'll ever get back in here at all. I am leaving thi…",Physical Threat,25.0,0.25,neutral,0.0,Minimal,"['graduation', 'll', 'flaming', 'ministry', 'leaving', 'brother', 'fun', 'unfortunately']","['year (DATE)', 'John Right (PERSON)']","Physical Threat signal detected. Key terms: graduation, ll, flaming, ministry, leaving, brother."
" The cads! The fact that this is precisely what the US was up to of course is not mentioned. It is a fact that Regan and Bush sold arms to Iran, it is also a fact that they supported and armed Iraq. Still this is state dept propaganda so none too surprizing. I…",Sanctions/Compliance,25.0,0.333,negative,-1.0,Minimal,"['iran', 'usa', 'supported', 'iraq', 'terrorism', 'war', 'precisely', 'capacity']","['US (GPE)', 'Regan (GPE)', 'Bush (PERSON)', 'Iran (GPE)', 'Iraq (GPE)', 'Lybia (GPE)', 'Gadffii (ORG)', 'damascus (GPE)']","Sanctions/Compliance signal detected. Key terms: iran, usa, supported, iraq, terrorism, war."
": : When you force people to associate with others against their will, : yes. : : People are *forced* into the USA armed forces? They were in the recent past, maybe someone knows for certain if the usa has decided if it wants a conscript army (as they sent int…",Sanctions/Compliance,24.8,0.33,neutral,0.0,Minimal,"['usa', 'force people', 'asia', 'armed forces', 'associate', 'east', 'forced', 'forces']",['USA (GPE)'],"Sanctions/Compliance signal detected. Key terms: usa, force people, asia, armed forces, associate, east."
"From: baba@Tymnet.com (Duane Hentrich) -BTW, I'm a WALC (white aryan lapsed catholic) - --- -d'baba Duane M. Hentrich baba@Tymnet.Com - I would like to go on record as objecting to Mr. Hentrich calling himself an Aryan. The word `Aryan' is of Sanskrit origin a…",Harassment,24.8,0.451,neutral,0.0,Minimal,"['aryan', 'word', 'germans', 'called', 'religion', 'claim', 'really nice', 'objecting']","['Duane Hentrich (PERSON)', 'WALC (ORG)', 'Duane M. Hentrich        baba@Tymnet (PERSON)', 'Hentrich (PERSON)', 'Sanskrit (ORG)', 'Rigveda (ORG)', 'Buddha (PERSON)', 'Max Mueller (PERSON)']","Harassment signal detected. Key terms: aryan, word, germans, called, religion, claim."
" Having watched most of the televised trial, I can answer that when such statements were made by the defense atty, the prosecutor did object, and the judge tended to sustain the ones that were obviously falling under the ""self-incrimination"" type of objection.…",Physical Threat,24.8,0.248,neutral,0.0,Minimal,"['judge', 'defense', 'objection', 'trial', 'language', 'self', 'asking', 'incrimination']",[],"Physical Threat signal detected. Key terms: judge, defense, objection, trial, language, self."
" No, it appears he didn't. Well, I think he's on to something here. I mean the post he responded to (not) did pretty much speak for itself. …",Physical Threat,24.8,0.248,neutral,0.0,Minimal,"['think mean', 'didn think', 'responded', 'appears', 'speak', 'pretty', 'post', 'mean']",[],"Physical Threat signal detected. Key terms: think mean, didn think, responded, appears, speak, pretty."
" You can avoid these problems entirely by installing an oil drain valve in place of the bolt. I have one on both of my cars. There have been no leaks in 210,000 miles (combined miles on both cars).…",Other,24.7,0.825,neutral,0.0,Minimal,"['miles', 'cars', 'installing', 'bolt', 'leaks', '210', 'valve', 'drain']",[],"Other signal detected. Key terms: miles, cars, installing, bolt, leaks, 210."
" Either the government has force available to it, or it doesn't. The Libertarian position is that the government can use force only when someone else uses force first -- even when that first force is not directed against the government, but one of its citizens…",Cyber,24.6,0.289,neutral,0.0,Minimal,"['force', 'government', 'libertarian', 'government citizens', 'followups alt', 'maine', 'directed government', 'gulf']","['Maine (GPE)', 'Tonkin Gulf (LOC)', 'Waco (PERSON)', 'Followups (ORG)']","Cyber signal detected. Key terms: force, government, libertarian, government citizens, followups alt, maine."
" On the cars mentioned - 3 series from the late 80's the ""electronic"" odometer is really a mechanical drum type odometer, that is driven by pulses from a speed sensor on the rear axle. These pulses are converted into mechanical pulses that turn the odometer - …",Other,24.5,0.816,neutral,0.0,Minimal,"['odometer', 'mechanical', 'speed', 'sensor', 'reading', 'change', 'disable', 'axle']","[""the late 80's (DATE)""]","Other signal detected. Key terms: odometer, mechanical, speed, sensor, reading, change."
 In the past few years I have owned 3 Mustang GTs and now own a 91 T-Bird SC. They all have had this problem. There was a recall on the T-bird for the brake problem. The Ford dealer replaced the rotors and pads but the rotors warp after about 10K miles. Betwee…,Other,24.5,0.815,neutral,0.0,Minimal,"['bird', 'rotors', 'problem', 'ford', 'years owned', 'warp', 'bird sc', 'll buy']","['the past few years (DATE)', 'T-Bird SC (ORG)', 'Ford (ORG)']","Other signal detected. Key terms: bird, rotors, problem, ford, years owned, warp."
The European version is called 200 SX and have a 1.8 liter engine with turbo and have more power than the US version ( 169 HP ); it goes from 0 to 100 Km/h in 7.5 sec and have a top speed of 225 Km/h ( 140 miles/h ). I just purchased one ( new ) and I am looki…,Other,24.5,0.817,neutral,0.0,Minimal,"['km', 'sx', 'version', 'liter engine', 'anybody knows', 'called 200', 'pleased', '240']","['US (GPE)', 'sec (ORG)', 'Km/h (ORG)', 'FRANCE (GPE)', 'GERMANY (ORG)', 'UK (GPE)']","Other signal detected. Key terms: km, sx, version, liter engine, anybody knows, called 200."
" Well, I think that most Christians believe that your conciousness will somehow continue on after your 'physical' death, which contradicts what most atheists (myself included) believe, namely that your conciousness, being contained in your brain, dies when you…",Harassment,24.4,0.444,positive,1.0,Minimal,"['dies', 'teeth', 'brain', 'fear', 'physical', 'death', 'lungs', 'physical body']",[],"Harassment signal detected. Key terms: dies, teeth, brain, fear, physical, death."
"Does anyone know of a non-word password generator program for PC's?? i.e. it will produce a nonsense word but still be pronouncible. e.g. lisgollan Wanted to ""force"" users to adopt more secure passwords, but still be memorable! Thanks - George Bolt…",Cyber,24.3,0.285,positive,1.0,Minimal,"['know non', 'word', 'passwords', 'bolt', 'generator', 'adopt', 'password', 'nonsense']",[],"Cyber signal detected. Key terms: know non, word, passwords, bolt, generator, adopt."
"Library of Congress to Host Dead Sea Scroll Symposium April 21-22 To: National and Assignment desks, Daybook Editor Contact: John Sullivan, 202-707-9216, or Lucy Suddreth, 202-707-9191 both of the Library of Congress WASHINGTON, April 19 -- A symposium on the …",Harassment,24.3,0.442,neutral,0.0,Minimal,"['scrolls', 'symposium', 'library', 'professor', 'dead sea', 'university', 'congress', 'sea']","['Congress (ORG)', 'Host Dead Sea Scroll (ORG)', 'April 21-22\n  (DATE)', 'John Sullivan (PERSON)', 'Lucy Suddreth (PERSON)', 'WASHINGTON (GPE)', 'April 19 (DATE)', 'the Dead Sea \nScrolls (LOC)']","Harassment signal detected. Key terms: scrolls, symposium, library, professor, dead sea, university."
" Fine, but one of the points of this entire discussion is that ""we"" (conservative, reformed christians - this could start an argument... But isn't this idea that homosexuality is ok fairly ""new"" [this century] ? Is there any support for this being a viable vie…",Harassment,24.2,0.44,neutral,0.0,Minimal,"['century', 'homosexuality', 'viewpoint', 'viable', 'reformed', 'quotation', 'know don', 'doesn work']",['this century (DATE)'],"Harassment signal detected. Key terms: century, homosexuality, viewpoint, viable, reformed, quotation."
" I am curious about knowing which commericial cars today have v engines. V4 - I don't know of any. V6 - Legend, MR3? MR6? VW Golf/Passat 2.8l VR6 (inline V6!), very narrow angle (11 deg?), one head. Audi 80/100 2.6/2.8l V6 V8 - Don't know of any. Audi V8 3.6/4…",Other,24.2,0.807,neutral,0.0,Minimal,"['v6', '8l', 'audi', 'v8', 'don know', 'passat', '2l', 'v12']","['today (DATE)', 'V6 - Legend (ORG)', 'MR3 (PERSON)', 'V6 (GPE)', 'V8 3.6/4.2l (DATE)', 'BMWs (ORG)', 'BMW (ORG)']","Other signal detected. Key terms: v6, 8l, audi, v8, don know, passat."
" I agree very much. I have read almost every article written about the Glock, and IMO, it is probably the safest auto-loader made. It has the best safty of all, Jeff Cooper's First Rule, ""Keep your finger OFF the trigger until you want to shoot."" If everyone j…",Physical Threat,24.2,0.242,neutral,0.0,Minimal,"['loader', 'cooper', 'safest', 'read article', 'glock', 'jeff', 'finger', 'fewer']","['IMO (ORG)', ""Jeff Cooper's (PERSON)"", 'David N. Bixler (PERSON)', 'Auburn University (ORG)']","Physical Threat signal detected. Key terms: loader, cooper, safest, read article, glock, jeff."
Which Version of the Bible do you consider to be the most accurate translation? …,Harassment,24.2,0.44,neutral,0.0,Minimal,"['version bible', 'translation', 'accurate', 'version', 'bible', 'consider']",[],"Harassment signal detected. Key terms: version bible, translation, accurate, version, bible, consider."
 Because most of the children were with their parent(s). Do you understand that concept? Here's a bunch of people who believe in their minds that the forces of Satanic evil are outside and you expect them to hand over their own children? Were you born that stu…,Sanctions/Compliance,24.1,0.321,neutral,0.0,Minimal,"['children', 'satanic', 'parent', 'people believe', 'minds', 'forces', 'born', 'concept']",['Satanic (ORG)'],"Sanctions/Compliance signal detected. Key terms: children, satanic, parent, people believe, minds, forces."
1988 Burton Air Snowboard Multiflex bindings triple strap on back binding board bag and leash included recently toned and waxed $139 firm.…,Fraud,24.1,0.344,neutral,0.0,Minimal,"['burton', '139', 'binding', 'strap', 'triple', 'bag', 'firm', '1988']","['1988 (DATE)', 'Burton Air Snowboard\n\nMultiflex (ORG)']","Fraud signal detected. Key terms: burton, 139, binding, strap, triple, bag."
": : >It's quite possible that a buyer and seller will both : >trust some third party more than either trust the other, and : >will desire the moderation of that third party. But if a random : >third party assumes the right to interfere in a transaction contara…",Sanctions/Compliance,24.0,0.32,negative,-1.0,Minimal,"['party', 'parties', 'use force', 'transaction', 'force', 'primary', 'threat', 'random']","['Steve (PERSON)', 'the third party (ORG)']","Sanctions/Compliance signal detected. Key terms: party, parties, use force, transaction, force, primary."
 You forget the obvious! If it is an *authorised* tap then it can be done at the exchange. If the exchange is *digital* then I suspect that you can auto-monitor a line and pickup the full link. Therefore syncing a piggyback modem on the line would not be impos…,Cyber,24.0,0.282,neutral,0.0,Minimal,"['exchange', 'suspect', 'line', 'pickup', 'link', 'tap', 'modem', 'digital']",[],"Cyber signal detected. Key terms: exchange, suspect, line, pickup, link, tap."
 I've got a used one for sale. I used it in high school and just don't have the occasion to get it out and play it anymore. Email me and we can work out something on it. I can't get email to you for some reason. David-- ----------------------------------------…,Fraud,24.0,0.343,neutral,0.0,Minimal,"['david', 'email', 'used high', 'said god', 'snyder', 'subtract', 'sale used', 'patterson']","['Email (PERSON)', 'David B. Snyder                      (PERSON)', 'Logicon Technical Services Inc. (ORG)', 'dsnyder@falcon.aamrl.wpafb.af.mil (ORG)', 'Wright-Patterson Air Force Base (ORG)', 'Ohio (GPE)', 'Logicon (ORG)', 'USAF (ORG)']","Fraud signal detected. Key terms: david, email, used high, said god, snyder, subtract."
Reasonable doubt dates back to Human Rights. We are now in the time of Civil Rights. Civil Rights are issued by the State with whatever strings attached they choose as the Grantor of said rights. And if that means that verdicts are determined by the needs of t…,Sanctions/Compliance,24.0,0.32,neutral,0.0,Minimal,"['rights', 'civil rights', 'civil', 'make harder', 'small price', 'human rights', 'anticipate', 'strings']",['State (ORG)'],"Sanctions/Compliance signal detected. Key terms: rights, civil rights, civil, make harder, small price, human rights."
" Umm... I beg to differ with the phrase ``only conceivable meaning''. The SDNS protocols, for example, make explicit provision for multiple encryption systems, as does PEM. (And I'd love to see how they'd mandate this new system for PEM without disclosing it..…",Cyber,23.9,0.281,neutral,0.0,Minimal,"['pem', 'conceivable', 'beg', 'encryption systems', 'mandate', 'provision', 'protocols', 'explicit']",[],"Cyber signal detected. Key terms: pem, conceivable, beg, encryption systems, mandate, provision."
"PENINSULA CRUISERS THIRD ANNUAL AUTOFAIRE WHAT: CAR SHOW (FOR ANY AND ALL TYPES OF VEHICLES INCLUDING PEDAL CARS) WHERE: KENAI MALL, KENAI, ALASKA WHEN: MAY 14, 15, & 16, 1993 WHO: PENINSULA CRUISERS CAR CLUB, KENAI, AK (907-283-4979) WHY: PROCEEDS OF THIS EVE…",Other,23.9,0.798,neutral,0.0,Minimal,"['cruisers', '283', 'gear', 'event', 'types', 'car', 'special', 'contact']","['ANNUAL (DATE)', 'MAY 14 (DATE)', '15 (DATE)', '16, 1993 (DATE)', 'AK (ORG)', 'ANTIQUE (ORG)', 'DRAG (ORG)', 'INTENDED (ORG)']","Other signal detected. Key terms: cruisers, 283, gear, event, types, car."
"OK Phil, you're right. So far the ""evidence"" suggests that Nixon was a victim of overzealous underlings and Kennedy was a womanizing disgust-o-blob with a dash of megalomania. After crushing the CIA and FBI who's to say Kennedy wouldn't have created his own ve…",Sanctions/Compliance,23.8,0.317,neutral,0.0,Minimal,"['nixon', 'kennedy', 'evidence', 'phil', 'hours', 'american', 'disgust', 'don evidence']","['Phil (PERSON)', 'Nixon (PERSON)', 'Kennedy (PERSON)', 'CIA (ORG)', 'FBI (ORG)', 'George\nBush (PERSON)', 'Dallas (GPE)', 'D.A. (GPE)']","Sanctions/Compliance signal detected. Key terms: nixon, kennedy, evidence, phil, hours, american."
" ... an amazing illustration of disconnection from reality. Glad to see that you agree that the current Government is reticent about admitting the sovereignty of the people! Speaking from personal experience, I have had judges illegally assume jurisdiction eve…",Cyber,23.8,0.28,neutral,0.0,Minimal,"['da', 'judges', 'jurisdiction', 'reality', 'court', 'agree', 'people speaking', 'admitting']","['Glad (PERSON)', 'Government (ORG)', 'California Rules of Court (ORG)']","Cyber signal detected. Key terms: da, judges, jurisdiction, reality, court, agree."
" think again!! thanks to 60 minutes (tick tick tick), used 200 quattros are bargains.. '89s go for about $15K, '90s go for perhaps 1 or 2K more, the 20 valve 91's are quite a bit more because of an enormous hp and torque gain.. i think they go for about $23 to…",Other,23.8,0.794,neutral,0.0,Minimal,"['200', 'turbo', 'use high', '15k', 'yr', '25k', '2k', 'bump']","[""'89s (DATE)"", ""'90s (DATE)"", '1 year\nold (DATE)']","Other signal detected. Key terms: 200, turbo, use high, 15k, yr, 25k."
Squirrel Hill Studio/Efficiency available in mid May. My lease is expiring on 7/31/93. Perfect for someone looking for temporary housing or someone who wants to stay beyond July. - Nice short walk to CMU - $325/month - Plenty of parking space on street - Quiet…,Fraud,23.7,0.339,neutral,0.0,Minimal,"['carpet', 'lease', 'studio', 'temporary', '325', 'efficiency', 'housing', 'cmu']","['Squirrel Hill Studio/Efficiency (PERSON)', 'mid May (DATE)', 'July (DATE)', 'CMU (ORG)']","Fraud signal detected. Key terms: carpet, lease, studio, temporary, 325, efficiency."
"In rec.autos you write: This McLaren auto-transmission (I still think it's only half auto, but You may be right) has NOTHING to do with Your GM, Chrysler, Volvo, or whatever auto transmission. It's a normal manual transmission gearbox with clutch and all, but …",Other,23.7,0.789,negative,-0.333,Minimal,"['auto', 'transmission', 'transmissions', 'loss', 'normal', 'manual', 'gearbox', 'disadvantage']","['rec.autos (GPE)', 'McLaren (PERSON)', 'GM (ORG)', 'Chrysler (ORG)', 'Volvo (ORG)', 'Ferrari (ORG)', 'Williams (PERSON)']","Other signal detected. Key terms: auto, transmission, transmissions, loss, normal, manual."
Looking for hint book for indiana jones and the last crusade the game is for the ibm.e-mail me or call 481 3740 and ask for orion. if you don't have the hint book but know how to answer these questions plao.…,Fraud,23.7,0.339,neutral,0.0,Minimal,"['hint', 'book', 'orion', 'crusade', 'know answer', 'jones', 'answer questions', 'indiana']","['indiana jones (ORG)', '3740 (DATE)']","Fraud signal detected. Key terms: hint, book, orion, crusade, know answer, jones."
 Nice dodge. I give it a 9.2. Now to answer your questions. I do not believe that there should be a draft. The armed services should be voluntary. Can you say the same about taxes. I've answered your question. Would you now answer mine.…,Sanctions/Compliance,23.6,0.314,neutral,0.0,Minimal,"['answer', 'armed services', 'question answer', 'answered question', 'answer questions', 'draft', 'dodge', 'voluntary']",['Nice (ORG)'],"Sanctions/Compliance signal detected. Key terms: answer, armed services, question answer, answered question, answer questions, draft."
" In the ""sex ed"" portion of the high school ""health"" course I took in 1984, it was impressed that the only 100% positive way to *not* get pregnant was to *not* have sex. Other methods of contraception were discussed, in the framework of a chart which showed bo…",Sanctions/Compliance,23.4,0.312,neutral,0.0,Minimal,"['failure', 'rate', 'abstinence', 'chart', 'expected', 'catholic', 'actual', 'school']","['1984 (DATE)', 'Koop (PERSON)']","Sanctions/Compliance signal detected. Key terms: failure, rate, abstinence, chart, expected, catholic."
Could y'all PLEASE stop posting this stuff to tx.general. tx.politics is sufficient and is where this stuff belongs. Thanks. Cathy…,Physical Threat,23.4,0.234,neutral,0.0,Minimal,"['tx', 'stuff', 'cathy', 'belongs', 'sufficient', 'politics', 'posting', 'stop']",[],"Physical Threat signal detected. Key terms: tx, stuff, cathy, belongs, sufficient, politics."
"Howdy, I'm a little new to this newsgroup, but I would like to tap some of the knowledge and expertise available here. The Subject: After-market cruise controls The Background: I recently broke my ankle in a road-bicycling accident (4 places, five screws, yuk!…",Other,23.3,0.776,negative,-1.0,Minimal,"['brake', 'cruise', 'signal', 'cc', 'installed', 'cruise control', 'unit', 'thing']","['Howdy (PERSON)', 'two weeks (DATE)', 'Texas (GPE)', 'Provo (GPE)', 'Utah (GPE)', 'CC (ORG)', '1984 (DATE)', 'Jeep (ORG)']","Other signal detected. Key terms: brake, cruise, signal, cc, installed, cruise control."
" Well I am one of those (apparently) odd people who can sometimes control their dreams. For example, I might decide before going to sleep that I want to repeat a favourite dream, or dream about a specific place. Or if I am having an unpleasant dream, I can oft…",Harassment,23.3,0.423,positive,1.0,Minimal,"['dream', 'dreams', 'resolved', 'odd', 'chose', 'apply', 'important', 'remember']","['Jesus (PERSON)', 'Alison (PERSON)']","Harassment signal detected. Key terms: dream, dreams, resolved, odd, chose, apply."
 This is a very good point. One that I have held for sometime. We do not allow people to develop on the paths that they choose or desire. Even with heterosexuals we tend to leave some hanging in the sense of knowledge and information about sexuality and relati…,Sanctions/Compliance,23.2,0.31,neutral,0.0,Minimal,"['develop', 'young person', 'paths', 'themself', 'allow people', 'hanging', 'implicitly', 'heterosexuals']",[],"Sanctions/Compliance signal detected. Key terms: develop, young person, paths, themself, allow people, hanging."
"Do we know yet who will be holding the hearings? And, if so, do we know who is on the committee of question askers? I'm sure many of us have potential questions we'd like to send to them.…",Physical Threat,23.1,0.231,neutral,0.0,Minimal,"['questions like', 'like send', 'hearings', 'committee', 'holding', 'potential', 'know', 'questions']",[],"Physical Threat signal detected. Key terms: questions like, like send, hearings, committee, holding, potential."
"[ Article crossposted from rec.arts.books ] [ Author was Mark Wilson ] [ Posted on Wed, 21 Apr 1993 11:55:55 GMT ] I am looking for the following book, which I have only seen as a paperback (I lent my copy to someone, and forgetfulness has made that pronoun PE…",Fraud,23.1,0.33,neutral,0.0,Minimal,"['mark', 'mark wilson', 'wilson', '800', 'author', '922', 'computer systems', 'online']","['Mark Wilson (PERSON)', '1993 (DATE)', 'GMT (ORG)', 'Harry Kemelman (PERSON)', 'Online Computer Systems (ORG)']","Fraud signal detected. Key terms: mark, mark wilson, wilson, 800, author, 922."
"FURY OF MOTHER NATURE Man's contribution to environmental ""pollution"" are paltry compared to those of nature. In her exceptional book TRASHING THE PLANET, former Atomic Energy Commision Chairman Dr. Dixie Lee Ray notes based on the available data, ""all of the …",Sanctions/Compliance,22.9,0.306,negative,-1.0,Minimal,"['carbon', 'el', 'dioxide', 'carbon dioxide', 'water', 'tons', 'acid', 'weather']","['Atomic Energy \nCommision (ORG)', 'Dixie Lee Ray (PERSON)', 'Krakatoa (GPE)', 'Indonesia (GPE)', '1883 (DATE)', 'Alaska (GPE)', '1912 (DATE)', '1947 (DATE)']","Sanctions/Compliance signal detected. Key terms: carbon, el, dioxide, carbon dioxide, water, tons."
"Some years ago -- possibly as many as five -- there was a discussion on numerology. (That's where you assign numeric values to letters and then add up the letters in words, in an effort to prove something or another. I can never make any sense of how it's supp…",Harassment,22.8,0.415,neutral,0.0,Minimal,"['28', 'patterns', 'adds', 'word', 'planning', 'author', 'letters', 'examples']","['Some years ago (DATE)', 'Scriptures (PERSON)', 'FAQ (ORG)']","Harassment signal detected. Key terms: 28, patterns, adds, word, planning, author."
":An 'edu'er not towing the ""party"" line, thank you! : :Jim You're welcome! ;) Actually, I'm probably something of an outcast, because I've committed the ultimate college-student heresy: I'm not a liberal. (This is NOT liberal-bashing.) Mike…",Physical Threat,22.8,0.228,neutral,0.0,Minimal,"['liberal', 'towing', 'college student', 'bashing', 'heresy', 'er', 'ultimate', 'college']","['Jim (PERSON)', 'Mike (PERSON)']","Physical Threat signal detected. Key terms: liberal, towing, college student, bashing, heresy, er."
 Wasn't it Tricky Dick who issued stern warnings to Bush & Clinton not to 'Lose Russia'? (a la 'Who lost China?') …,Sanctions/Compliance,22.7,0.303,neutral,0.0,Minimal,"['bush clinton', 'tricky', 'warnings', 'china', 'dick', 'russia', 'issued', 'la']","['Tricky Dick (PERSON)', 'Bush & Clinton (ORG)', ""Lose Russia' (PERSON)"", 'China (GPE)']","Sanctions/Compliance signal detected. Key terms: bush clinton, tricky, warnings, china, dick, russia."
"Broadcasting amplified sounds of tortured rabbits? Burning alive men, women, and children? We have on our hands here some truly sick puppies. …",Sanctions/Compliance,22.6,0.301,neutral,0.0,Minimal,"['amplified', 'women children', 'tortured', 'rabbits', 'men women', 'sick', 'burning', 'alive']",[],"Sanctions/Compliance signal detected. Key terms: amplified, women children, tortured, rabbits, men women, sick."
" Sorry, but *neither* 'dictates' the cost. It's a negotiation. Whether it's up front at a honda dealership in an all out dickering war, or more removed on a larger economic scale (ie, if saturn can't sell at it's price, the price drops, or the company stops bu…",Other,22.6,0.752,neutral,0.0,Minimal,"['price', 'consumer', 'cars', 'regards charles', 'drops', 'negotiation', 'ludicrous', 'negotiated']",['Charles (PERSON)'],"Other signal detected. Key terms: price, consumer, cars, regards charles, drops, negotiation."
"A section of Richard Badenas' book, ""Christ The End of the Law, Romans 10.14 in Pauline Perspective."" The section I have is on the Contextual setting and meaning of Romans 9-11. In addition, there are 111 endnotes. Since the file is so long, and because of oth…",Harassment,22.3,0.406,neutral,0.0,Minimal,"['romans', 'section', '111', '10 14', 'romans 10', 'insights', 'damaging', 'requests']","[""Richard Badenas' (PERSON)"", 'Pauline Perspective (ORG)', '9-11 (DATE)', 'Badenas (PERSON)']","Harassment signal detected. Key terms: romans, section, 111, 10 14, romans 10, insights."
"Summer Housing needed-at University of Washington, Seattle. ---------------------------------------------------------- Hi I am looking for a place to stay for the summer at the University of Washington, Seattle, where I would be doing an internship. If any of …",Fraud,22.3,0.319,neutral,0.0,Minimal,"['seattle', 'george', 'summer', 'university washington', 'washington', 'university', 'summer sublet', 'umass']","['Summer Housing (ORG)', 'University of Washington (ORG)', 'Seattle (GPE)', 'the summer (DATE)', 'the University of Washington (ORG)', 'summer (DATE)', 'the first week \nof June (DATE)', 'George\n                                       george@cs.umass.edu (PERSON)']","Fraud signal detected. Key terms: seattle, george, summer, university washington, washington, university."
" What does anyone think that Judge Wopner would do if Karadzic was on trial before him? (Nevah happen, but just a thought...) …",Sanctions/Compliance,22.2,0.296,neutral,0.0,Minimal,"['just thought', 'trial', 'judge', 'happen', 'thought', 'does', 'think', 'just']","['Wopner (PERSON)', 'Karadzic (PERSON)', 'Nevah (GPE)']","Sanctions/Compliance signal detected. Key terms: just thought, trial, judge, happen, thought, does."
"If you look through this newsgroup, you should be able to find Clinton's proposed ""Wiretapping"" Initiative for our computer networks and telephone systems. This 'initiative"" has been up before Congress for at least the past 6 months, in the guise of the ""FBI W…",Cyber,22.2,0.261,neutral,0.0,Minimal,"['urge', 'wiretapping', 'initiative', 'strongly', 'guise', 'passport', 'past months', 'networks']","['Clinton (PERSON)', 'Congress (ORG)', 'the past 6 months (DATE)']","Cyber signal detected. Key terms: urge, wiretapping, initiative, strongly, guise, passport."
" Yes. Reasonable parallels. (though I don't think Russia ever claimed to be Communist) I must protest your ""...in a Communist country"". How do you know? There haven't been any, and are unlikely to ever be any. In some Socialist dictatorships, you can't, whilst…",Sanctions/Compliance,22.2,0.296,neutral,0.0,Minimal,"['socialist', 'opinions', 'react', 'communist', 'australia', 'france', 'meeting', 'usa']","['Russia (GPE)', 'France (GPE)', 'Australia (GPE)', 'France & Australia (ORG)', 'USA (GPE)', 'a few years (DATE)', 'Andrew (PERSON)', 'Visa (PERSON)']","Sanctions/Compliance signal detected. Key terms: socialist, opinions, react, communist, australia, france."
"I have $30,000 as my budget. I'm looking for a sports or GT car. What do you think would be the best buy? (I'm looking for specific models) Thanks, Danny -- …",Other,22.2,0.741,neutral,0.0,Minimal,"['looking', '30 000', 'think best', 'sports', 'gt', 'budget', 'models', 'specific']",['Danny (PERSON)'],"Other signal detected. Key terms: looking, 30 000, think best, sports, gt, budget."
" 740 Turbo in UK was good for 124mph. Useful for blowing away VW Beetles, though I believe the Beetle corners better. I can say without any doubt that I have never been blown away by any Volvo, ever. I've been blocked into a few car parks though by shit-head V…",Other,22.1,0.736,neutral,0.0,Minimal,"['volvo', 'owners', 'away', 'makes car', 'does happen', 'blown away', 'better say', 'parks']","['Turbo (GPE)', 'UK (GPE)', 'VW Beetles (ORG)', 'Beetle (ORG)', 'Volvo (ORG)']","Other signal detected. Key terms: volvo, owners, away, makes car, does happen, blown away."
"t The original poster never said they were afraid of King because he was black. In fact the officers were afraid of King because of WHAT HE DID, not because OF THE COLOR OF HIS SKIN. It is you, Mr. Frank that read the phrase ""large black man"" and cried racism …",Sanctions/Compliance,22.1,0.295,neutral,0.0,Minimal,"['afraid', 'king', 'black', 'cried', 'knee jerk', 'knee', 'racism', 'jerk']","['King (PERSON)', 'Frank (PERSON)']","Sanctions/Compliance signal detected. Key terms: afraid, king, black, cried, knee jerk, knee."
" I agree. Where in the Gospels does Jesus advocate any of the actions you mention? I couldn't find ""witch"" or ""sorceress"" in my concordance. Is there something in the Epistles about witches? (I'm still working my way through the Gospels.) JJ…",Harassment,22.0,0.4,neutral,0.0,Minimal,"['gospels', 'jj', 'concordance', 'epistles', 'witch', 'advocate', 'actions', 'mention']","['Gospels (PERSON)', 'Jesus (PERSON)', 'Epistles (PERSON)']","Harassment signal detected. Key terms: gospels, jj, concordance, epistles, witch, advocate."
" Oh, do please try not to be ludicrous. SO=Significant Other, a term I employed to avoid the awkward construction ""girlfriend or wife"". A ""deviant"" is someone who does not fit an ""accepted norm."" By that definition, I would certainly be a deviant, as bisexuali…",Harassment,22.0,0.401,neutral,0.0,Minimal,"['minority', 'norm', 'term', 'political', 'ahead', 'accepted', 'hate', 'stamped']","['Ahem (ORG)', 'Cough (ORG)', 'Homosexuality (ORG)', 'Chortle (GPE)']","Harassment signal detected. Key terms: minority, norm, term, political, ahead, accepted."
